prot_id	transcript_id	gene_id	gene_name	description	source	selected
ENSP00000264670	ENST00000264670	ENSG00000037474	NSUN2	NOP2/Sun RNA methyltransferase family, member 2	HGNC Symbol;Acc:25994	1
ENSP00000358939	ENST00000369923	ENSG00000031698	SARS	seryl-tRNA synthetase	HGNC Symbol;Acc:10537	1
ENSP00000457748	ENST00000294854	ENSG00000121446	RGSL1	regulator of G-protein signaling like 1	HGNC Symbol;Acc:18636	1
ENSP00000348043	ENST00000355790	ENSG00000172731	LRRC20	leucine rich repeat containing 20	HGNC Symbol;Acc:23421	1
ENSP00000364543	ENST00000375394	ENSG00000204351	SKIV2L	superkiller viralicidic activity 2-like (S. cerevisiae)	HGNC Symbol;Acc:10898	1
ENSP00000406754	ENST00000430193	ENSG00000104835	FBXO17	F-box protein 17	HGNC Symbol;Acc:18754	1
ENSP00000354694	ENST00000361807	ENSG00000198298	ZNF485	zinc finger protein 485	HGNC Symbol;Acc:23440	1
ENSP00000335660	ENST00000334055	ENSG00000186965	KRTAP19-2	keratin associated protein 19-2	HGNC Symbol;Acc:18937	1
ENSP00000291442	ENST00000291442	ENSG00000160113	NR2F6	nuclear receptor subfamily 2, group F, member 6	HGNC Symbol;Acc:7977	1
ENSP00000322628	ENST00000320033	ENSG00000175906	ARL4D	ADP-ribosylation factor-like 4D	HGNC Symbol;Acc:656	1
ENSP00000282026	ENST00000282026	ENSG00000152213	ARL11	ADP-ribosylation factor-like 11	HGNC Symbol;Acc:24046	1
ENSP00000380635	ENST00000397498	ENSG00000214087	ARL16	ADP-ribosylation factor-like 16	HGNC Symbol;Acc:27902	1
ENSP00000420419	ENST00000480456	ENSG00000154721	JAM2	junctional adhesion molecule 2	HGNC Symbol;Acc:14686	1
ENSP00000357005	ENST00000368026	ENSG00000158769	F11R	F11 receptor	HGNC Symbol;Acc:14685	1
ENSP00000256509	ENST00000256509	ENSG00000134121	CHL1	cell adhesion molecule with homology to L1CAM (close homolog of L1)	HGNC Symbol;Acc:1939	1
ENSP00000315465	ENST00000321322	ENSG00000177103	DSCAML1	Down syndrome cell adhesion molecule like 1	HGNC Symbol;Acc:14656	1
ENSP00000362368	ENST00000373271	ENSG00000124181	PLCG1	phospholipase C, gamma 1	HGNC Symbol;Acc:9065	1
ENSP00000352336	ENST00000359376	ENSG00000197943	PLCG2	phospholipase C, gamma 2 (phosphatidylinositol-specific)	HGNC Symbol;Acc:9066	1
ENSP00000279230	ENST00000279230	ENSG00000149782	PLCB3	phospholipase C, beta 3 (phosphatidylinositol-specific)	HGNC Symbol;Acc:9056	1
ENSP00000260402	ENST00000260402	ENSG00000137841	PLCB2	phospholipase C, beta 2	HGNC Symbol;Acc:9055	1
ENSP00000262017	ENST00000262017	ENSG00000259207	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	HGNC Symbol;Acc:6156	1
ENSP00000340297	ENST00000349830	ENSG00000104728	ARHGEF10	Rho guanine nucleotide exchange factor (GEF) 10	HGNC Symbol;Acc:14103	1
ENSP00000250894	ENST00000250894	ENSG00000138834	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3	HGNC Symbol;Acc:6884	1
ENSP00000297524	ENST00000297524	ENSG00000164893	SLC7A13	solute carrier family 7 (anionic amino acid transporter), member 13	HGNC Symbol;Acc:23092	1
ENSP00000346733	ENST00000354700	ENSG00000131584	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	HGNC Symbol;Acc:16754	1
ENSP00000158762	ENST00000158762	ENSG00000072818	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	HGNC Symbol;Acc:16467	1
ENSP00000362870	ENST00000373765	ENSG00000162510	MATN1	matrilin 1, cartilage matrix protein	HGNC Symbol;Acc:6907	1
ENSP00000286091	ENST00000286091	ENSG00000155660	PDIA4	protein disulfide isomerase family A, member 4	HGNC Symbol;Acc:30167	1
ENSP00000300289	ENST00000300289	ENSG00000167004	PDIA3	protein disulfide isomerase family A, member 3	HGNC Symbol;Acc:4606	1
ENSP00000327801	ENST00000331483	ENSG00000185624	P4HB	prolyl 4-hydroxylase, beta polypeptide	HGNC Symbol;Acc:8548	1
ENSP00000434676	ENST00000532404	ENSG00000170236	USP50	ubiquitin specific peptidase 50	HGNC Symbol;Acc:20079	1
ENSP00000310590	ENST00000312010	ENSG00000055483	USP36	ubiquitin specific peptidase 36	HGNC Symbol;Acc:20062	1
ENSP00000369461	ENST00000380118	ENSG00000198721	ECI2	enoyl-CoA delta isomerase 2	HGNC Symbol;Acc:14601	1
ENSP00000283195	ENST00000283195	ENSG00000153201	RANBP2	RAN binding protein 2	HGNC Symbol;Acc:9848	1
ENSP00000334928	ENST00000334414	ENSG00000127329	PTPRB	protein tyrosine phosphatase, receptor type, B	HGNC Symbol;Acc:9665	1
ENSP00000341489	ENST00000342784	ENSG00000105137	SYDE1	synapse defective 1, Rho GTPase, homolog 1 (C. elegans)	HGNC Symbol;Acc:25824	1
ENSP00000388841	ENST00000423676	ENSG00000170298	LGALS9B	lectin, galactoside-binding, soluble, 9B	HGNC Symbol;Acc:24842	1
ENSP00000329932	ENST00000328114	ENSG00000171916	LGALS9C	lectin, galactoside-binding, soluble, 9C	HGNC Symbol;Acc:33874	1
ENSP00000303153	ENST00000303045	ENSG00000169436	COL22A1	collagen, type XXII, alpha 1	HGNC Symbol;Acc:22989	1
ENSP00000332371	ENST00000328333	ENSG00000114270	COL7A1	collagen, type VII, alpha 1	HGNC Symbol;Acc:2214	1
ENSP00000348385	ENST00000356083	ENSG00000196739	COL27A1	collagen, type XXVII, alpha 1	HGNC Symbol;Acc:22986	1
ENSP00000359603	ENST00000370571	ENSG00000171502	COL24A1	collagen, type XXIV, alpha 1	HGNC Symbol;Acc:20821	1
ENSP00000288199	ENST00000348370	ENSG00000157450	RNF111	ring finger protein 111	HGNC Symbol;Acc:17384	1
ENSP00000363443	ENST00000374323	ENSG00000204176	SYT15	synaptotagmin XV	HGNC Symbol;Acc:17167	1
ENSP00000274181	ENST00000274181	ENSG00000145536	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif, 16	HGNC Symbol;Acc:17108	1
ENSP00000373472	ENST00000388820	ENSG00000136378	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif, 7	HGNC Symbol;Acc:223	1
ENSP00000422554	ENST00000504830	ENSG00000151388	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif, 12	HGNC Symbol;Acc:14605	1
ENSP00000246533	ENST00000246533	ENSG00000126247	CAPNS1	calpain, small subunit 1	HGNC Symbol;Acc:1481	1
ENSP00000400882	ENST00000457326	ENSG00000256812	CAPNS2	calpain, small subunit 2	HGNC Symbol;Acc:16371	1
ENSP00000271971	ENST00000271971	ENSG00000135773	CAPN9	calpain 9	HGNC Symbol;Acc:1486	1
ENSP00000214869	ENST00000214869	ENSG00000099203	TMED1	transmembrane emp24 protein transport domain containing 1	HGNC Symbol;Acc:17291	1
ENSP00000334553	ENST00000335025	ENSG00000100023	PPIL2	peptidylprolyl isomerase (cyclophilin)-like 2	HGNC Symbol;Acc:9261	1
ENSP00000325285	ENST00000323456	ENSG00000108389	MTMR4	myotubularin related protein 4	HGNC Symbol;Acc:7452	1
ENSP00000384651	ENST00000401950	ENSG00000100330	MTMR3	myotubularin related protein 3	HGNC Symbol;Acc:7451	1
ENSP00000376152	ENST00000392341	ENSG00000141526	SLC16A3	solute carrier family 16, member 3 (monocarboxylic acid transporter 4)	HGNC Symbol;Acc:10924	1
ENSP00000340939	ENST00000343735	ENSG00000066405	CLDN18	claudin 18	HGNC Symbol;Acc:2039	1
ENSP00000446274	ENST00000542583	ENSG00000103534	TMC5	transmembrane channel-like 5	HGNC Symbol;Acc:22999	1
ENSP00000313408	ENST00000322914	ENSG00000141524	TMC6	transmembrane channel-like 6	HGNC Symbol;Acc:18021	1
ENSP00000389119	ENST00000426809	ENSG00000001626	CFTR	cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)	HGNC Symbol;Acc:1884	1
ENSP00000366084	ENST00000376887	ENSG00000125257	ABCC4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	HGNC Symbol;Acc:55	1
ENSP00000380280	ENST00000397091	ENSG00000077782	FGFR1	fibroblast growth factor receptor 1	HGNC Symbol;Acc:3688	1
ENSP00000347942	ENST00000355710	ENSG00000165731	RET	ret proto-oncogene	HGNC Symbol;Acc:9967	1
ENSP00000369375	ENST00000380036	ENSG00000120156	TEK	TEK tyrosine kinase, endothelial	HGNC Symbol;Acc:11724	1
ENSP00000430945	ENST00000517894	ENSG00000181790	BAI1	brain-specific angiogenesis inhibitor 1	HGNC Symbol;Acc:943	1
ENSP00000356103	ENST00000367135	ENSG00000174502	SLC26A9	solute carrier family 26, member 9	HGNC Symbol;Acc:14469	1
ENSP00000345873	ENST00000340010	ENSG00000091138	SLC26A3	solute carrier family 26, member 3	HGNC Symbol;Acc:3018	1
ENSP00000265715	ENST00000265715	ENSG00000091137	SLC26A4	solute carrier family 26, member 4	HGNC Symbol;Acc:8818	1
ENSP00000304783	ENST00000306312	ENSG00000170615	SLC26A5	solute carrier family 26, member 5 (prestin)	HGNC Symbol;Acc:9359	1
ENSP00000377043	ENST00000393382	ENSG00000170703	TTLL6	tubulin tyrosine ligase-like family, member 6	HGNC Symbol;Acc:26664	1
ENSP00000298832	ENST00000298832	ENSG00000119685	TTLL5	tubulin tyrosine ligase-like family, member 5	HGNC Symbol;Acc:19963	1
ENSP00000323479	ENST00000320474	ENSG00000169255	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)	HGNC Symbol;Acc:918	1
ENSP00000390784	ENST00000451237	ENSG00000235863	B3GALT4	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4	HGNC Symbol;Acc:919	1
ENSP00000268150	ENST00000268150	ENSG00000140545	MFGE8	milk fat globule-EGF factor 8 protein	HGNC Symbol;Acc:7036	1
ENSP00000407626	ENST00000412873	ENSG00000118257	NRP2	neuropilin 2	HGNC Symbol;Acc:8005	1
ENSP00000379317	ENST00000395995	ENSG00000099250	NRP1	neuropilin 1	HGNC Symbol;Acc:8004	1
ENSP00000367792	ENST00000378531	ENSG00000116151	MORN1	MORN repeat containing 1	HGNC Symbol;Acc:25852	1
ENSP00000313670	ENST00000318962	ENSG00000178038	ALS2CL	ALS2 C-terminal like	HGNC Symbol;Acc:20605	1
ENSP00000264276	ENST00000264276	ENSG00000003393	ALS2	amyotrophic lateral sclerosis 2 (juvenile)	HGNC Symbol;Acc:443	1
ENSP00000291536	ENST00000291536	ENSG00000160188	RSPH1	radial spoke head 1 homolog (Chlamydomonas)	HGNC Symbol;Acc:12371	1
ENSP00000230671	ENST00000230671	ENSG00000011083	SLC6A7	solute carrier family 6 (neurotransmitter transporter, L-proline), member 7	HGNC Symbol;Acc:11054	1
ENSP00000353791	ENST00000360584	ENSG00000196517	SLC6A9	solute carrier family 6 (neurotransmitter transporter, glycine), member 9	HGNC Symbol;Acc:11056	1
ENSP00000434364	ENST00000525748	ENSG00000165970	SLC6A5	solute carrier family 6 (neurotransmitter transporter, glycine), member 5	HGNC Symbol;Acc:11051	1
ENSP00000360967	ENST00000371900	ENSG00000087916	SLC6A14	solute carrier family 6 (amino acid transporter), member 14	HGNC Symbol;Acc:11047	1
ENSP00000443827	ENST00000536324	ENSG00000170374	SP7	Sp7 transcription factor	HGNC Symbol;Acc:17321	1
ENSP00000218348	ENST00000218348	ENSG00000102226	USP11	ubiquitin specific peptidase 11	HGNC Symbol;Acc:12609	1
ENSP00000265560	ENST00000265560	ENSG00000114316	USP4	ubiquitin specific peptidase 4 (proto-oncogene)	HGNC Symbol;Acc:12627	1
ENSP00000363868	ENST00000374736	ENSG00000165029	ABCA1	ATP-binding cassette, sub-family A (ABC1), member 1	HGNC Symbol;Acc:29	1
ENSP00000359245	ENST00000370225	ENSG00000198691	ABCA4	ATP-binding cassette, sub-family A (ABC1), member 4	HGNC Symbol;Acc:34	1
ENSP00000385822	ENST00000401766	ENSG00000108576	SLC6A4	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4	HGNC Symbol;Acc:11050	1
ENSP00000330485	ENST00000330212	ENSG00000184307	ZDHHC23	zinc finger, DHHC-type containing 23	HGNC Symbol;Acc:28654	1
ENSP00000261308	ENST00000261308	ENSG00000113593	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1	HGNC Symbol;Acc:28954	1
ENSP00000370460	ENST00000381070	ENSG00000153015	CWC27	CWC27 spliceosome-associated protein homolog (S. cerevisiae)	HGNC Symbol;Acc:10664	1
ENSP00000444081	ENST00000535679	ENSG00000138068	SULT6B1	sulfotransferase family, cytosolic, 6B, member 1	HGNC Symbol;Acc:33433	1
ENSP00000326870	ENST00000313838	ENSG00000171962	LRRC48	leucine rich repeat containing 48	HGNC Symbol;Acc:25384	1
ENSP00000367815	ENST00000378553	ENSG00000154099	DNAAF1	dynein, axonemal, assembly factor 1	HGNC Symbol;Acc:30539	1
ENSP00000385899	ENST00000404826	ENSG00000146555	SDK1	sidekick cell adhesion molecule 1	HGNC Symbol;Acc:19307	1
ENSP00000300098	ENST00000300098	ENSG00000166856	GPR182	G protein-coupled receptor 182	HGNC Symbol;Acc:13708	1
ENSP00000328708	ENST00000330120	ENSG00000182631	RXFP3	relaxin/insulin-like family peptide receptor 3	HGNC Symbol;Acc:24883	1
ENSP00000357301	ENST00000368318	ENSG00000173080	RXFP4	relaxin/insulin-like family peptide receptor 4	HGNC Symbol;Acc:14666	1
ENSP00000221418	ENST00000221418	ENSG00000104823	ECH1	enoyl CoA hydratase 1, peroxisomal	HGNC Symbol;Acc:3149	1
ENSP00000285928	ENST00000285928	ENSG00000155530	LRGUK	leucine-rich repeats and guanylate kinase domain containing	HGNC Symbol;Acc:21964	1
ENSP00000007969	ENST00000007969	ENSG00000010626	LRRC23	leucine rich repeat containing 23	HGNC Symbol;Acc:19138	1
ENSP00000315035	ENST00000324682	ENSG00000178125	PPP1R42	protein phosphatase 1, regulatory subunit 42	HGNC Symbol;Acc:33732	1
ENSP00000216286	ENST00000216286	ENSG00000087303	NID2	nidogen 2 (osteonidogen)	HGNC Symbol;Acc:13389	1
ENSP00000264187	ENST00000264187	ENSG00000116962	NID1	nidogen 1	HGNC Symbol;Acc:7821	1
ENSP00000265171	ENST00000265171	ENSG00000138798	EGF	epidermal growth factor	HGNC Symbol;Acc:3229	1
ENSP00000260197	ENST00000260197	ENSG00000137642	SORL1	sortilin-related receptor, L(DLR class) A repeats containing	HGNC Symbol;Acc:11185	1
ENSP00000324804	ENST00000322088	ENSG00000105568	PPP2R1A	protein phosphatase 2, regulatory subunit A, alpha	HGNC Symbol;Acc:9302	1
ENSP00000380565	ENST00000397420	ENSG00000177697	CD151	CD151 molecule (Raph blood group)	HGNC Symbol;Acc:1630	1
ENSP00000355537	ENST00000366578	ENSG00000077522	ACTN2	actinin, alpha 2	HGNC Symbol;Acc:164	1
ENSP00000216044	ENST00000216044	ENSG00000100226	GTPBP1	GTP binding protein 1	HGNC Symbol;Acc:4669	1
ENSP00000263181	ENST00000263181	ENSG00000121621	KIF18A	kinesin family member 18A	HGNC Symbol;Acc:29441	1
ENSP00000341466	ENST00000339151	ENSG00000186185	KIF18B	kinesin family member 18B	HGNC Symbol;Acc:27102	1
ENSP00000374566	ENST00000389916	ENSG00000196169	KIF19	kinesin family member 19	HGNC Symbol;Acc:26735	1
ENSP00000160827	ENST00000160827	ENSG00000079616	KIF22	kinesin family member 22	HGNC Symbol;Acc:6391	1
ENSP00000365007	ENST00000375847	ENSG00000116138	DNAJC16	DnaJ (Hsp40) homolog, subfamily C, member 16	HGNC Symbol;Acc:29157	1
ENSP00000385885	ENST00000405954	ENSG00000188542	DUSP28	dual specificity phosphatase 28	HGNC Symbol;Acc:33237	1
ENSP00000341214	ENST00000338379	ENSG00000187475	HIST1H1T	histone cluster 1, H1t	HGNC Symbol;Acc:4720	1
ENSP00000329662	ENST00000333762	ENSG00000184897	H1FX	H1 histone family, member X	HGNC Symbol;Acc:4722	1
ENSP00000227524	ENST00000227524	ENSG00000110107	PRPF19	PRP19/PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae)	HGNC Symbol;Acc:17896	1
ENSP00000361140	ENST00000372070	ENSG00000117448	AKR1A1	aldo-keto reductase family 1, member A1 (aldehyde reductase)	HGNC Symbol;Acc:380	1
ENSP00000358854	ENST00000369839	ENSG00000148835	TAF5	TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa	HGNC Symbol;Acc:11539	1
ENSP00000355922	ENST00000366955	ENSG00000117724	CENPF	centromere protein F, 350/400kDa (mitosin)	HGNC Symbol;Acc:1857	1
ENSP00000377298	ENST00000393695	ENSG00000137497	NUMA1	nuclear mitotic apparatus protein 1	HGNC Symbol;Acc:8059	1
ENSP00000364691	ENST00000375541	ENSG00000058453	CROCC	ciliary rootlet coiled-coil, rootletin	HGNC Symbol;Acc:21299	1
ENSP00000305494	ENST00000305560	ENSG00000171763	SPATA5L1	spermatogenesis associated 5-like 1	HGNC Symbol;Acc:28762	1
ENSP00000264380	ENST00000264380	ENSG00000115020	PIKFYVE	phosphoinositide kinase, FYVE finger containing	HGNC Symbol;Acc:23785	1
ENSP00000216602	ENST00000216602	ENSG00000100711	ZFYVE21	zinc finger, FYVE domain containing 21	HGNC Symbol;Acc:20760	1
ENSP00000362372	ENST00000373275	ENSG00000165288	BRWD3	bromodomain and WD repeat domain containing 3	HGNC Symbol;Acc:17342	1
ENSP00000275034	ENST00000275034	ENSG00000146247	PHIP	pleckstrin homology domain interacting protein	HGNC Symbol;Acc:15673	1
ENSP00000320378	ENST00000316902	ENSG00000092068	SLC7A8	solute carrier family 7 (amino acid transporter light chain, L system), member 8	HGNC Symbol;Acc:11066	1
ENSP00000321646	ENST00000326857	ENSG00000057019	DCBLD2	discoidin, CUB and LCCL domain containing 2	HGNC Symbol;Acc:24627	1
ENSP00000267082	ENST00000267082	ENSG00000139626	ITGB7	integrin, beta 7	HGNC Symbol;Acc:6162	1
ENSP00000303351	ENST00000302278	ENSG00000150093	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	HGNC Symbol;Acc:6153	1
ENSP00000375844	ENST00000391984	ENSG00000142330	CAPN10	calpain 10	HGNC Symbol;Acc:1477	1
ENSP00000260404	ENST00000260404	ENSG00000137843	PAK6	p21 protein (Cdc42/Rac)-activated kinase 6	HGNC Symbol;Acc:16061	1
ENSP00000378295	ENST00000394818	ENSG00000149503	INCENP	inner centromere protein antigens 135/155kDa	HGNC Symbol;Acc:6058	1
ENSP00000419834	ENST00000498697	ENSG00000182329	AC079354.1	Uncharacterized protein	UniProtKB/TrEMBL;Acc:E7EP55	1
ENSP00000254301	ENST00000254301	ENSG00000131981	LGALS3	lectin, galactoside-binding, soluble, 3	HGNC Symbol;Acc:6563	1
ENSP00000260408	ENST00000260408	ENSG00000137845	ADAM10	ADAM metallopeptidase domain 10	HGNC Symbol;Acc:188	1
ENSP00000309968	ENST00000310823	ENSG00000151694	ADAM17	ADAM metallopeptidase domain 17	HGNC Symbol;Acc:195	1
ENSP00000363985	ENST00000374852	ENSG00000102043	MTMR8	myotubularin related protein 8	HGNC Symbol;Acc:16825	1
ENSP00000304710	ENST00000304381	ENSG00000170537	TMC7	transmembrane channel-like 7	HGNC Symbol;Acc:23000	1
ENSP00000365776	ENST00000376591	ENSG00000167608	TMC4	transmembrane channel-like 4	HGNC Symbol;Acc:22998	1
ENSP00000325561	ENST00000318430	ENSG00000167895	TMC8	transmembrane channel-like 8	HGNC Symbol;Acc:20474	1
ENSP00000373574	ENST00000388922	ENSG00000139567	ACVRL1	activin A receptor type II-like 1	HGNC Symbol;Acc:175	1
ENSP00000323837	ENST00000326019	ENSG00000163798	SLC4A1AP	solute carrier family 4 (anion exchanger), member 1, adaptor protein	HGNC Symbol;Acc:13813	1
ENSP00000265056	ENST00000265056	ENSG00000073111	MCM2	minichromosome maintenance complex component 2	HGNC Symbol;Acc:6944	1
ENSP00000265562	ENST00000265562	ENSG00000076201	PTPN23	protein tyrosine phosphatase, non-receptor type 23	HGNC Symbol;Acc:14406	1
ENSP00000307387	ENST00000307296	ENSG00000170248	PDCD6IP	programmed cell death 6 interacting protein	HGNC Symbol;Acc:8766	1
ENSP00000225665	ENST00000225665	ENSG00000108528	SLC25A11	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11	HGNC Symbol;Acc:10981	1
ENSP00000436713	ENST00000533290	ENSG00000123444	KBTBD4	kelch repeat and BTB (POZ) domain containing 4	HGNC Symbol;Acc:23761	1
ENSP00000289865	ENST00000289865	ENSG00000143258	USP21	ubiquitin specific peptidase 21	HGNC Symbol;Acc:12620	1
ENSP00000260187	ENST00000260187	ENSG00000036672	USP2	ubiquitin specific peptidase 2	HGNC Symbol;Acc:12618	1
ENSP00000350698	ENST00000358007	ENSG00000213782	DDX47	DEAD (Asp-Glu-Ala-Asp) box polypeptide 47	HGNC Symbol;Acc:18682	1
ENSP00000247003	ENST00000247003	ENSG00000105671	DDX49	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49	HGNC Symbol;Acc:18684	1
ENSP00000332340	ENST00000332395	ENSG00000182810	DDX28	DEAD (Asp-Glu-Ala-Asp) box polypeptide 28	HGNC Symbol;Acc:17330	1
ENSP00000326708	ENST00000318184	ENSG00000187950	OVCH1	ovochymase 1	HGNC Symbol;Acc:23080	1
ENSP00000254260	ENST00000254260	ENSG00000131941	RHPN2	rhophilin, Rho GTPase binding protein 2	HGNC Symbol;Acc:19974	1
ENSP00000351075	ENST00000358321	ENSG00000099994	SUSD2	sushi domain containing 2	HGNC Symbol;Acc:30667	1
ENSP00000363259	ENST00000374144	ENSG00000177354	C10orf71	chromosome 10 open reading frame 71	HGNC Symbol;Acc:26973	1
ENSP00000266688	ENST00000266688	ENSG00000139304	PTPRQ	protein tyrosine phosphatase, receptor type, Q	HGNC Symbol;Acc:9679	1
ENSP00000360431	ENST00000371380	ENSG00000138193	PLCE1	phospholipase C, epsilon 1	HGNC Symbol;Acc:17175	1
ENSP00000222339	ENST00000222339	ENSG00000105732	ZNF574	zinc finger protein 574	HGNC Symbol;Acc:26166	1
ENSP00000262455	ENST00000262455	ENSG00000023318	ERP44	endoplasmic reticulum protein 44	HGNC Symbol;Acc:18311	1
ENSP00000367880	ENST00000378617	ENSG00000165282	PIGO	phosphatidylinositol glycan anchor biosynthesis, class O	HGNC Symbol;Acc:23215	1
ENSP00000381556	ENST00000398548	ENSG00000141956	PRDM15	PR domain containing 15	HGNC Symbol;Acc:13999	1
ENSP00000204726	ENST00000204726	ENSG00000090615	GOLGA3	golgin A3	HGNC Symbol;Acc:4426	1
ENSP00000314615	ENST00000353546	ENSG00000101199	ARFGAP1	ADP-ribosylation factor GTPase activating protein 1	HGNC Symbol;Acc:15852	1
ENSP00000358262	ENST00000369258	ENSG00000131778	CHD1L	chromodomain helicase DNA binding protein 1-like	HGNC Symbol;Acc:1916	1
ENSP00000307288	ENST00000303887	ENSG00000166508	MCM7	minichromosome maintenance complex component 7	HGNC Symbol;Acc:6950	1
ENSP00000360576	ENST00000371521	ENSG00000188566	NDOR1	NADPH dependent diflavin oxidoreductase 1	HGNC Symbol;Acc:29838	1
ENSP00000356172	ENST00000367204	ENSG00000143842	SOX13	SRY (sex determining region Y)-box 13	HGNC Symbol;Acc:11192	1
ENSP00000372390	ENST00000382932	ENSG00000099960	SLC7A4	solute carrier family 7 (orphan transporter), member 4	HGNC Symbol;Acc:11062	1
ENSP00000430464	ENST00000522656	ENSG00000003989	SLC7A2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	HGNC Symbol;Acc:11060	1
ENSP00000231706	ENST00000231706	ENSG00000013293	SLC7A14	solute carrier family 7 (orphan transporter), member 14	HGNC Symbol;Acc:29326	1
ENSP00000254322	ENST00000254322	ENSG00000132002	DNAJB1	DnaJ (Hsp40) homolog, subfamily B, member 1	HGNC Symbol;Acc:5270	1
ENSP00000344431	ENST00000339764	ENSG00000187726	DNAJB13	DnaJ (Hsp40) homolog, subfamily B, member 13	HGNC Symbol;Acc:30718	1
ENSP00000260731	ENST00000260731	ENSG00000138160	KIF11	kinesin family member 11	HGNC Symbol;Acc:6388	1
ENSP00000324020	ENST00000326047	ENSG00000163808	KIF15	kinesin family member 15	HGNC Symbol;Acc:17273	1
ENSP00000349790	ENST00000357250	ENSG00000112280	COL9A1	collagen, type IX, alpha 1	HGNC Symbol;Acc:2217	1
ENSP00000341640	ENST00000343916	ENSG00000092758	COL9A3	collagen, type IX, alpha 3	HGNC Symbol;Acc:2219	1
ENSP00000380319	ENST00000397130	ENSG00000180979	LRRC57	leucine rich repeat containing 57	HGNC Symbol;Acc:26719	1
ENSP00000363275	ENST00000374160	ENSG00000165383	LRRC18	leucine rich repeat containing 18	HGNC Symbol;Acc:23199	1
ENSP00000337797	ENST00000347755	ENSG00000177595	PIDD	p53-induced death domain protein	HGNC Symbol;Acc:16491	1
ENSP00000287139	ENST00000287139	ENSG00000156574	NODAL	nodal homolog (mouse)	HGNC Symbol;Acc:7865	1
ENSP00000310649	ENST00000309383	ENSG00000160469	BRSK1	BR serine/threonine kinase 1	HGNC Symbol;Acc:18994	1
ENSP00000354168	ENST00000360913	ENSG00000178093	TSSK6	testis-specific serine kinase 6	HGNC Symbol;Acc:30410	1
ENSP00000330237	ENST00000333868	ENSG00000132906	CASP9	caspase 9, apoptosis-related cysteine peptidase	HGNC Symbol;Acc:1511	1
ENSP00000358324	ENST00000369318	ENSG00000165806	CASP7	caspase 7, apoptosis-related cysteine peptidase	HGNC Symbol;Acc:1508	1
ENSP00000311032	ENST00000308394	ENSG00000164305	CASP3	caspase 3, apoptosis-related cysteine peptidase	HGNC Symbol;Acc:1504	1
ENSP00000265164	ENST00000265164	ENSG00000138794	CASP6	caspase 6, apoptosis-related cysteine peptidase	HGNC Symbol;Acc:1507	1
ENSP00000311697	ENST00000312465	ENSG00000138675	FGF5	fibroblast growth factor 5	HGNC Symbol;Acc:3683	1
ENSP00000327875	ENST00000329858	ENSG00000184574	LPAR5	lysophosphatidic acid receptor 5	HGNC Symbol;Acc:13307	1
ENSP00000355156	ENST00000362032	ENSG00000198829	SUCNR1	succinate receptor 1	HGNC Symbol;Acc:4542	1
ENSP00000298440	ENST00000298440	ENSG00000165621	OXGR1	oxoglutarate (alpha-ketoglutarate) receptor 1	HGNC Symbol;Acc:4531	1
ENSP00000305941	ENST00000307340	ENSG00000042781	USH2A	Usher syndrome 2A (autosomal recessive, mild)	HGNC Symbol;Acc:12601	1
ENSP00000258341	ENST00000258341	ENSG00000135862	LAMC1	laminin, gamma 1 (formerly LAMB2)	HGNC Symbol;Acc:6492	1
ENSP00000264144	ENST00000264144	ENSG00000058085	LAMC2	laminin, gamma 2	HGNC Symbol;Acc:6493	1
ENSP00000354360	ENST00000361069	ENSG00000050555	LAMC3	laminin, gamma 3	HGNC Symbol;Acc:6494	1
ENSP00000431284	ENST00000528954	ENSG00000110031	LPXN	leupaxin	HGNC Symbol;Acc:14061	1
ENSP00000359717	ENST00000370683	ENSG00000022267	FHL1	four and a half LIM domains 1	HGNC Symbol;Acc:3702	1
ENSP00000362107	ENST00000373016	ENSG00000183386	FHL3	four and a half LIM domains 3	HGNC Symbol;Acc:3704	1
ENSP00000309751	ENST00000308027	ENSG00000174327	SLC16A13	solute carrier family 16, member 13 (monocarboxylic acid transporter 13)	HGNC Symbol;Acc:31037	1
ENSP00000362734	ENST00000373631	ENSG00000148204	CRB2	crumbs homolog 2 (Drosophila)	HGNC Symbol;Acc:18688	1
